Area,Latitude,Longitude,Date,Crime_Type
Banjara Hills,17.412879995451945,78.42409115744302,2023-05-13 20:50:00,Auto Theft
Ameerpet,17.419626037825154,78.45642062656137,2023-07-10 09:30:00,Burglary
Chintal,17.509163478149397,78.44692237197147,2023-01-22 13:21:00,Theft
Chintal,17.48917017978117,78.4562206010208,2023-03-26 23:03:00,Auto Theft
Banjara Hills,17.40775423456495,78.41609588497805,2023-09-23 11:20:00,Theft
Banjara Hills,17.425030814985224,78.44183255206107,2023-03-04 15:50:00,Ganja Smuggling
Ameerpet,17.43211307318532,78.44428973682234,2023-04-03 04:54:00,Robbery
Kukatpally,17.50012149437158,78.40329325616447,2023-10-15 09:31:00,Theft
Ameerpet,17.427489740967385,78.44051308448215,2023-05-01 17:55:00,Burglary
Banjara Hills,17.40176274571734,78.42687409950575,2023-04-23 10:52:00,Robbery
Ameerpet,17.43243410027429,78.44618113987669,2023-05-18 10:14:00,Ganja Smuggling
Kukatpally,17.490687931894293,78.38637882058556,2023-11-16 00:52:00,Theft
Kukatpally,17.48025079898427,78.41126327181742,2023-12-24 16:56:00,Ganja Smuggling
Ameerpet,17.434463442227703,78.45582589326511,2023-12-20 02:02:00,Robbery
Kukatpally,17.50596564269114,78.40205602817059,2023-10-23 05:12:00,Robbery
Chintal,17.497649256049876,78.44980690775263,2023-06-28 05:12:00,Auto Theft
Chintal,17.480482726534042,78.44506743046952,2023-11-14 12:25:00,Theft
Banjara Hills,17.397686777154718,78.43529852030595,2023-03-12 04:18:00,Theft
Kukatpally,17.514197682632368,78.38570446420884,2023-02-22 18:01:00,Kidnapping
Ameerpet,17.427096817022548,78.44028758522603,2023-05-07 14:05:00,Ganja Smuggling
Miyapur,17.500910124093778,78.35279277654791,2023-07-12 11:18:00,Ganja Smuggling
Ameerpet,17.43610933605102,78.46137273206348,2023-09-23 11:02:00,Kidnapping
Miyapur,17.495183718129788,78.35219727778016,2023-08-01 14:40:00,Robbery
Miyapur,17.501366359561448,78.34518352614363,2023-12-22 00:29:00,Assault
Ameerpet,17.42672955230719,78.44569607162421,2023-04-08 11:07:00,Auto Theft
Banjara Hills,17.391576946086552,78.43609563152822,2023-07-24 09:43:00,Auto Theft
Banjara Hills,17.410900904165686,78.41485167773521,2023-02-19 11:00:00,Burglary
Miyapur,17.492844873637193,78.33532149843676,2023-01-04 19:08:00,Burglary
Banjara Hills,17.414373365997843,78.4262765074894,2023-10-05 00:14:00,Burglary
Kukatpally,17.484732074406736,78.40559227630665,2023-03-01 13:25:00,Auto Theft
Miyapur,17.48132425506132,78.34446480083048,2023-03-13 10:57:00,Theft
Miyapur,17.495309141575728,78.3346930047261,2023-01-05 10:41:00,Theft
Miyapur,17.48936145839707,78.35977352542828,2023-11-19 22:35:00,Assault
Kukatpally,17.51738902857605,78.40458462110271,2023-05-04 18:57:00,Burglary
Ameerpet,17.45093523359258,78.46260829834436,2023-12-05 01:34:00,Theft
Banjara Hills,17.42525378640986,78.42355696415369,2023-04-14 13:52:00,Auto Theft
Miyapur,17.49221360185313,78.35943569845566,2023-11-23 08:12:00,Assault
Miyapur,17.482382695473092,78.36690538443666,2023-06-20 22:41:00,Assault
Banjara Hills,17.42639801553188,78.42799940314136,2023-09-06 13:25:00,Ganja Smuggling
Banjara Hills,17.418663215333666,78.4203798036878,2023-10-02 15:31:00,Theft
Banjara Hills,17.405425806503988,78.44207028972056,2023-12-16 18:18:00,Auto Theft
Banjara Hills,17.403862171128917,78.43092939182819,2023-07-01 17:36:00,Burglary
Banjara Hills,17.39893060841418,78.434757212811,2023-01-21 17:47:00,Theft
Miyapur,17.51590254293482,78.3574351326128,2023-04-04 21:41:00,Burglary
Chintal,17.48920783488489,78.4460912624687,2023-05-23 14:58:00,Auto Theft
Chintal,17.49535340702418,78.4543962727294,2023-03-14 19:35:00,Theft
Banjara Hills,17.420785073716846,78.41928492405084,2023-07-12 02:06:00,Kidnapping
Ameerpet,17.423211433861066,78.44977694219963,2023-10-18 19:37:00,Theft
Ameerpet,17.437613154214656,78.45326908982108,2023-09-09 18:33:00,Ganja Smuggling
Ameerpet,17.45141815163708,78.45244624070186,2023-02-27 16:54:00,Kidnapping
Miyapur,17.495763479737423,78.34971817937101,2023-09-11 14:58:00,Assault
Miyapur,17.484642356515106,78.34327878679424,2023-12-08 11:46:00,Theft
Kukatpally,17.49803393855066,78.40010090148571,2023-05-21 06:05:00,Auto Theft
Ameerpet,17.43952748139164,78.452125400088,2023-01-07 23:17:00,Robbery
Banjara Hills,17.40255310721125,78.4411661430199,2023-01-07 18:59:00,Auto Theft
Miyapur,17.511443176086594,78.35613759038779,2023-08-07 17:36:00,Assault
Kukatpally,17.493402631178263,78.39053174669898,2023-10-22 19:07:00,Auto Theft
Ameerpet,17.44967577281881,78.45720002859646,2023-03-16 04:09:00,Theft
Chintal,17.49437769163797,78.44238352601485,2023-08-10 18:25:00,Theft
Miyapur,17.509356399186704,78.3704262255975,2023-02-28 02:17:00,Auto Theft
Chintal,17.468877773301013,78.45055210485258,2023-12-10 16:35:00,Theft
Banjara Hills,17.391273708421522,78.4338495698809,2023-03-27 07:18:00,Auto Theft
Chintal,17.470622413011377,78.44753357941164,2023-09-23 05:45:00,Ganja Smuggling
Miyapur,17.50615571615118,78.35274556089497,2023-01-19 11:54:00,Kidnapping
Ameerpet,17.455621405873078,78.43356606371495,2023-07-28 09:16:00,Robbery
Banjara Hills,17.424143562861527,78.4485809003238,2023-06-13 19:59:00,Assault
Ameerpet,17.426858667368947,78.43502129438907,2023-11-24 09:44:00,Kidnapping
Miyapur,17.488851302650104,78.3710489367664,2023-08-21 22:35:00,Robbery
Ameerpet,17.448144562081406,78.44698958507932,2023-08-29 15:53:00,Assault
Banjara Hills,17.41357050985823,78.43629267022567,2023-01-13 18:43:00,Auto Theft
Miyapur,17.49277999059485,78.34259846197907,2023-01-06 21:01:00,Robbery
Kukatpally,17.484343020966605,78.39475797124764,2023-10-21 23:19:00,Theft
Chintal,17.4911005280216,78.45259323417454,2023-03-27 14:23:00,Auto Theft
Banjara Hills,17.405853794756435,78.43640575581477,2023-02-02 21:29:00,Theft
Ameerpet,17.42525152677861,78.43690261404514,2023-11-02 04:07:00,Auto Theft
Chintal,17.473097389599776,78.46510513765466,2023-01-18 21:32:00,Auto Theft
Ameerpet,17.43506382726053,78.46266520115422,2023-02-02 14:07:00,Burglary
Chintal,17.483372061556476,78.44532125876714,2023-07-05 11:33:00,Theft
Miyapur,17.472025048576505,78.35582034267904,2023-02-26 22:49:00,Theft
Ameerpet,17.438934231875347,78.42958180740479,2023-11-07 02:26:00,Burglary
Miyapur,17.48723814123576,78.36341138013339,2023-10-07 03:41:00,Theft
Chintal,17.46727123842771,78.45146435683426,2023-05-16 16:34:00,Ganja Smuggling
Banjara Hills,17.389712076164535,78.4330385060565,2023-11-10 04:37:00,Burglary
Ameerpet,17.428998332690316,78.4460575362244,2023-04-08 01:47:00,Assault
Miyapur,17.482659110079876,78.3488020206228,2023-07-14 23:49:00,Burglary
Miyapur,17.498963571061264,78.34946366804628,2023-02-03 11:18:00,Burglary
Ameerpet,17.443865983775087,78.45394746929125,2023-08-17 10:44:00,Ganja Smuggling
Banjara Hills,17.41715223542856,78.43896438051456,2023-03-31 15:16:00,Burglary
Ameerpet,17.428945482882312,78.454377282421,2023-10-22 20:12:00,Burglary
Banjara Hills,17.410434968562445,78.43968197727195,2023-05-10 12:24:00,Theft
Kukatpally,17.49209954055444,78.3905034565198,2023-01-04 01:20:00,Ganja Smuggling
Miyapur,17.49056408859631,78.33847280581877,2023-10-15 07:35:00,Assault
Kukatpally,17.498894854578836,78.41135814223416,2023-08-21 06:39:00,Kidnapping
Banjara Hills,17.415590015362163,78.44740148421967,2023-02-11 08:51:00,Kidnapping
Banjara Hills,17.4340753313278,78.42967707329923,2023-04-03 14:55:00,Kidnapping
Chintal,17.496716332138217,78.44881167559146,2023-12-09 06:15:00,Theft
Banjara Hills,17.419996687899282,78.42193954464679,2023-01-17 15:00:00,Robbery
Chintal,17.49301155975258,78.459186435433,2023-02-22 13:54:00,Theft
Chintal,17.49676448146825,78.44425470236453,2023-07-17 21:48:00,Auto Theft
Kukatpally,17.482973592960285,78.37571624327363,2023-12-20 14:19:00,Ganja Smuggling
Kukatpally,17.48045823531129,78.413223816622,2023-06-20 08:37:00,Kidnapping
Kukatpally,17.486952754090122,78.41345112001584,2023-07-30 10:46:00,Ganja Smuggling
Kukatpally,17.50424701385221,78.39923375092943,2023-11-04 16:50:00,Burglary
Ameerpet,17.4369595818272,78.45348620222218,2023-12-20 09:36:00,Burglary
Kukatpally,17.474906441329413,78.3882736908869,2023-03-13 21:08:00,Auto Theft
Chintal,17.500428731019312,78.46095062582664,2023-12-02 14:43:00,Auto Theft
Ameerpet,17.43958642017798,78.44118973766253,2023-02-05 18:36:00,Burglary
Chintal,17.5011739681381,78.44120650754174,2023-12-12 10:02:00,Theft
Kukatpally,17.493661796738166,78.40031533182042,2023-09-09 03:52:00,Ganja Smuggling
Kukatpally,17.499919562095513,78.40199554621397,2023-04-22 23:41:00,Kidnapping
Banjara Hills,17.417369711044866,78.43023470367241,2023-12-10 09:05:00,Robbery
Ameerpet,17.441257821336848,78.45260050660694,2023-12-05 00:16:00,Burglary
Miyapur,17.50064874899089,78.35596290142861,2023-04-22 13:04:00,Ganja Smuggling
Miyapur,17.491628775558375,78.35846796621075,2023-11-21 12:31:00,Assault
Banjara Hills,17.424699878702775,78.42246675530885,2023-12-26 01:15:00,Kidnapping
Ameerpet,17.414479878198648,78.45666011938421,2023-06-21 01:49:00,Ganja Smuggling
Chintal,17.49034963080246,78.4270766157688,2023-03-08 18:49:00,Ganja Smuggling
Chintal,17.484369855046044,78.42560876397792,2023-09-11 15:55:00,Ganja Smuggling
Kukatpally,17.487020942758257,78.40034534000223,2023-07-09 17:34:00,Burglary
Kukatpally,17.497822109642453,78.39730156818233,2023-05-17 00:43:00,Auto Theft
Chintal,17.476768467197022,78.4506648605896,2023-10-20 23:09:00,Theft
Kukatpally,17.493409586854312,78.40421260053458,2023-01-11 11:00:00,Theft
Kukatpally,17.49589277835212,78.39165143912106,2023-03-02 04:08:00,Theft
Kukatpally,17.498119578561287,78.40037251193756,2023-08-27 09:51:00,Robbery
Miyapur,17.479321862679154,78.35109890149,2023-04-16 13:01:00,Assault
Chintal,17.49444568060589,78.4436635170277,2023-04-20 08:31:00,Auto Theft
Ameerpet,17.438525552833273,78.45897566383606,2023-05-01 03:47:00,Assault
Kukatpally,17.496412989907363,78.39192595749685,2023-04-14 11:13:00,Robbery
Chintal,17.490230888585298,78.4349485338834,2023-07-29 16:20:00,Ganja Smuggling
Ameerpet,17.437153473896362,78.44864325434365,2023-10-03 23:10:00,Robbery
Ameerpet,17.426256673414404,78.44466890847566,2023-01-03 07:03:00,Kidnapping
Miyapur,17.483033913731106,78.35239579872426,2023-04-13 11:08:00,Kidnapping
Chintal,17.45308420752815,78.43661866075809,2023-12-21 19:52:00,Theft
Banjara Hills,17.41327408085061,78.43563545459386,2023-12-08 15:55:00,Ganja Smuggling
Kukatpally,17.501019345150457,78.3815102412481,2023-06-06 12:50:00,Ganja Smuggling
Ameerpet,17.431773614805756,78.44496497330574,2023-08-30 16:16:00,Ganja Smuggling
Chintal,17.474160333690122,78.45393453521602,2023-03-28 19:59:00,Ganja Smuggling
Kukatpally,17.500781351871648,78.38702978331261,2023-03-04 02:25:00,Assault
Ameerpet,17.428735888137215,78.45432017566547,2023-06-08 20:40:00,Ganja Smuggling
Chintal,17.497727533286707,78.46172463772163,2023-03-12 15:51:00,Auto Theft
Banjara Hills,17.40760452464451,78.43079867647889,2023-12-02 22:48:00,Theft
Ameerpet,17.42018171360317,78.46191632981528,2023-01-05 06:29:00,Theft
Chintal,17.491922051936267,78.43211155685525,2023-11-19 16:28:00,Ganja Smuggling
Miyapur,17.500575987647807,78.35742516897537,2023-06-07 02:33:00,Auto Theft
Ameerpet,17.442369847076588,78.4549394439035,2023-09-15 12:13:00,Auto Theft
Miyapur,17.487409461616664,78.36374578264372,2023-03-20 22:44:00,Burglary
Ameerpet,17.44697120897969,78.43641596862966,2023-01-20 04:39:00,Ganja Smuggling
Miyapur,17.503521115994893,78.34943589989543,2023-02-06 16:48:00,Assault
Kukatpally,17.490960397979652,78.40088339027204,2023-12-18 21:33:00,Kidnapping
Miyapur,17.493019641402768,78.36480788457082,2023-04-18 01:25:00,Burglary
Chintal,17.484255674182517,78.46831575745131,2023-10-15 15:23:00,Ganja Smuggling
Banjara Hills,17.419789138372035,78.42289976085902,2023-06-08 02:04:00,Assault
Ameerpet,17.426664538075514,78.4315581704543,2023-04-19 08:09:00,Theft
Miyapur,17.49495110216441,78.3558446280516,2023-04-28 04:27:00,Assault
Chintal,17.48290301857526,78.44589743160167,2023-08-17 09:51:00,Theft
Miyapur,17.47843541169834,78.34638231543026,2023-03-21 17:05:00,Ganja Smuggling
Banjara Hills,17.416532537306647,78.42814915805725,2023-11-22 17:02:00,Ganja Smuggling
Ameerpet,17.44888638949687,78.42149832066629,2023-07-20 03:52:00,Ganja Smuggling
Ameerpet,17.43508902551012,78.45261104484366,2023-04-13 20:58:00,Burglary
Ameerpet,17.443866913765095,78.44460998947689,2023-05-28 06:36:00,Theft
Banjara Hills,17.417867642170048,78.45392238975315,2023-10-30 20:22:00,Burglary
Ameerpet,17.440538739610698,78.4524446801068,2023-12-05 21:58:00,Auto Theft
Chintal,17.491376819812686,78.45651021124957,2023-04-28 08:48:00,Theft
Kukatpally,17.49642986821012,78.40377935350584,2023-12-09 12:06:00,Theft
Ameerpet,17.447408028561227,78.44419264201383,2023-09-30 13:47:00,Auto Theft
Ameerpet,17.42813501686617,78.4387397225401,2023-11-07 17:51:00,Robbery
Chintal,17.475376080033357,78.43981462659417,2023-08-30 09:34:00,Ganja Smuggling
Ameerpet,17.445567740357124,78.45566019594736,2023-12-29 15:07:00,Auto Theft
Miyapur,17.512364436805715,78.35075595321224,2023-06-20 19:06:00,Ganja Smuggling
Banjara Hills,17.4133579369825,78.45515433238354,2023-08-06 00:32:00,Kidnapping
Ameerpet,17.444207034588388,78.42186856955978,2023-12-17 07:01:00,Theft
Ameerpet,17.426923399140396,78.44287904340632,2023-11-11 22:30:00,Ganja Smuggling
Kukatpally,17.51135516224667,78.41958111535835,2023-11-26 14:22:00,Ganja Smuggling
Chintal,17.48968665622592,78.45698397229688,2023-07-17 00:49:00,Ganja Smuggling
Ameerpet,17.431404255602267,78.44935435907401,2023-04-23 14:51:00,Ganja Smuggling
Banjara Hills,17.412793660113962,78.43440812424623,2023-07-17 10:05:00,Ganja Smuggling
Banjara Hills,17.419197539480315,78.4364480150273,2023-02-28 00:05:00,Kidnapping
Ameerpet,17.44284632907545,78.45198379258746,2023-09-12 20:04:00,Kidnapping
Kukatpally,17.511608201672942,78.41477914286223,2023-10-23 08:49:00,Auto Theft
Chintal,17.48451939539286,78.44775555909052,2023-11-27 07:14:00,Auto Theft
Banjara Hills,17.416286431404497,78.42778558624609,2023-05-17 14:18:00,Ganja Smuggling
Banjara Hills,17.402019382827095,78.42926060233029,2023-09-13 18:45:00,Assault
Ameerpet,17.442923578313923,78.45141212897008,2023-04-01 09:27:00,Assault
Kukatpally,17.513425657482646,78.40594247958556,2023-05-29 05:45:00,Assault
Kukatpally,17.49807608958342,78.38660270629885,2023-12-27 20:25:00,Robbery
Miyapur,17.50059180163809,78.35113084930478,2023-08-17 16:56:00,Burglary
Kukatpally,17.494728106816446,78.3928405719793,2023-03-25 17:15:00,Theft
Miyapur,17.485744383027388,78.36992760659007,2023-02-28 00:24:00,Assault
Ameerpet,17.45861057978635,78.44390536010472,2023-07-28 12:58:00,Theft
Ameerpet,17.43500741430278,78.45886415512898,2023-04-10 18:04:00,Theft
Miyapur,17.495854485066555,78.35109523532319,2023-02-22 23:26:00,Robbery
Ameerpet,17.448425718886444,78.42920232106643,2023-07-12 16:21:00,Kidnapping
Kukatpally,17.49285468585805,78.41333588109337,2023-04-27 06:19:00,Burglary
Ameerpet,17.41745349335965,78.44477766832445,2023-05-01 19:23:00,Ganja Smuggling
Chintal,17.49969794994792,78.45691967091108,2023-12-22 14:59:00,Ganja Smuggling
Kukatpally,17.494389294700166,78.42087499277103,2023-02-16 00:29:00,Theft
Kukatpally,17.50357632992232,78.39901148560547,2023-01-24 11:12:00,Assault
Banjara Hills,17.404012567129406,78.43511562828216,2023-02-14 21:07:00,Theft
Ameerpet,17.447331963712546,78.4458454932592,2023-05-02 09:12:00,Ganja Smuggling
Kukatpally,17.493647629113994,78.40639889674706,2023-07-26 15:01:00,Ganja Smuggling
Chintal,17.483993406131226,78.45358274390996,2023-05-11 15:01:00,Ganja Smuggling
Ameerpet,17.44561356491826,78.44266492922131,2023-02-17 22:23:00,Auto Theft
Banjara Hills,17.392207064481106,78.44100931279412,2023-03-14 18:06:00,Theft
Ameerpet,17.43002066378122,78.44689214281497,2023-07-24 21:38:00,Assault
Banjara Hills,17.417878818734913,78.42489613540468,2023-11-30 10:30:00,Auto Theft
Ameerpet,17.428847893996462,78.45692878949919,2023-03-10 10:38:00,Theft
Miyapur,17.50255512920236,78.35521583765332,2023-05-08 02:38:00,Kidnapping
Banjara Hills,17.42638262205092,78.45437132180142,2023-12-28 03:24:00,Robbery
Chintal,17.49186051074776,78.45769009878522,2023-05-05 18:45:00,Auto Theft
Chintal,17.503317541575775,78.4357112944363,2023-02-16 03:35:00,Theft
Ameerpet,17.436861633533706,78.44979197366993,2023-09-23 15:04:00,Kidnapping
Ameerpet,17.459488370382612,78.45163355348386,2023-04-12 09:23:00,Assault
Kukatpally,17.49085299783673,78.39165112498833,2023-09-08 23:47:00,Theft
Miyapur,17.503011871189027,78.35620800278346,2023-01-17 15:58:00,Theft
Kukatpally,17.48746466255353,78.3972189375751,2023-05-19 12:13:00,Theft
Kukatpally,17.483075804373282,78.41341345268212,2023-07-31 05:52:00,Burglary
Banjara Hills,17.3967668402847,78.43130071038182,2023-01-08 22:22:00,Auto Theft
Banjara Hills,17.40773382038421,78.44179071197851,2023-12-02 07:41:00,Burglary
Banjara Hills,17.413419831387372,78.44418736274429,2023-11-15 07:47:00,Robbery
Ameerpet,17.43671684889704,78.43781345586471,2023-01-25 12:21:00,Kidnapping
Banjara Hills,17.425539392031087,78.43506087685307,2023-01-15 05:49:00,Ganja Smuggling
Banjara Hills,17.406678725247588,78.44535579444486,2023-03-20 17:22:00,Auto Theft
Chintal,17.481888568337812,78.43786433260217,2023-10-23 04:08:00,Theft
Chintal,17.48113156436066,78.44558371616822,2023-03-24 13:53:00,Auto Theft
Miyapur,17.512284315398414,78.35396119465575,2023-12-02 16:25:00,Theft
Ameerpet,17.432598372551766,78.46388391706003,2023-03-19 22:33:00,Burglary
Kukatpally,17.47654349204804,78.3955480368355,2023-08-26 11:25:00,Robbery
Miyapur,17.504632002168872,78.36121022816822,2023-02-15 09:13:00,Theft
Chintal,17.501348487813488,78.43373217296251,2023-10-26 03:04:00,Theft
Banjara Hills,17.405345851954912,78.4293718029696,2023-08-14 06:25:00,Ganja Smuggling
Chintal,17.478651772586588,78.45764494794055,2023-11-12 23:17:00,Auto Theft
Chintal,17.492521111359338,78.43932555712962,2023-03-16 13:36:00,Theft
Miyapur,17.487155595429797,78.3640483469867,2023-08-28 23:02:00,Theft
Chintal,17.486419098281075,78.45039771050097,2023-04-07 00:20:00,Theft
Banjara Hills,17.424166493358694,78.43733102919401,2023-07-30 14:46:00,Assault
Ameerpet,17.437824261178225,78.44587226623307,2023-04-19 01:02:00,Burglary
Banjara Hills,17.414782426448607,78.45310628830428,2023-11-14 01:04:00,Ganja Smuggling
Kukatpally,17.49555791448493,78.3923526605757,2023-07-09 09:33:00,Kidnapping
Banjara Hills,17.425836541021777,78.42959408041543,2023-11-12 23:42:00,Assault
Chintal,17.479862076015642,78.44307234175277,2023-11-04 14:36:00,Auto Theft
Ameerpet,17.423413367322414,78.44103173392092,2023-08-25 21:12:00,Assault
Miyapur,17.476871049875125,78.36186211505996,2023-03-01 11:03:00,Assault
Banjara Hills,17.41303987691634,78.41929144211052,2023-01-25 07:19:00,Burglary
Banjara Hills,17.426682690747747,78.4213946470735,2023-07-15 17:23:00,Robbery
Banjara Hills,17.418226176326936,78.41409302018536,2023-02-15 13:45:00,Robbery
Kukatpally,17.50032160414881,78.40110111159748,2023-03-10 04:03:00,Robbery
Kukatpally,17.499295250881605,78.38412758402548,2023-12-24 11:17:00,Assault
Banjara Hills,17.400459561274268,78.44847577335847,2023-05-07 03:29:00,Kidnapping
Kukatpally,17.47507759314104,78.39222050713258,2023-12-19 13:48:00,Burglary
Banjara Hills,17.41971399649519,78.42983983924604,2023-05-08 04:52:00,Kidnapping
Kukatpally,17.508313305471077,78.41018916035895,2023-05-11 16:15:00,Burglary
Miyapur,17.51711488508297,78.35694874297249,2023-03-22 23:05:00,Kidnapping
Banjara Hills,17.42523364084951,78.44277419182383,2023-05-23 03:06:00,Auto Theft
Chintal,17.466763182843202,78.44091612954236,2023-03-06 18:23:00,Auto Theft
Kukatpally,17.490870115260048,78.3998382621338,2023-02-15 12:33:00,Auto Theft
Chintal,17.47485006742166,78.44805063883106,2023-11-05 14:43:00,Theft
Chintal,17.491501388997133,78.45705624219788,2023-05-05 17:16:00,Theft
Chintal,17.488288911377634,78.45505657871087,2023-02-25 03:34:00,Ganja Smuggling
Chintal,17.49067202237156,78.4661963069664,2023-02-11 00:30:00,Theft
Miyapur,17.509599544637837,78.3671634365297,2023-08-02 03:09:00,Assault
Kukatpally,17.472090347208724,78.38569219396567,2023-12-27 13:15:00,Kidnapping
Miyapur,17.496669197991668,78.34933878987415,2023-01-29 00:25:00,Assault
Banjara Hills,17.420013637947964,78.43216828651575,2023-09-14 08:23:00,Kidnapping
Chintal,17.48675067380377,78.44822899877785,2023-11-28 15:43:00,Ganja Smuggling
Ameerpet,17.441526464184765,78.46429047785503,2023-03-15 04:06:00,Assault
Ameerpet,17.449678635150022,78.43549440493062,2023-09-09 19:26:00,Auto Theft
Chintal,17.49196343412469,78.43996941181686,2023-02-14 17:03:00,Ganja Smuggling
Ameerpet,17.448568576502844,78.43704811510584,2023-11-06 06:54:00,Auto Theft
Kukatpally,17.496794909986242,78.40516454502757,2023-09-30 01:02:00,Robbery
Miyapur,17.4936712213139,78.3444533050522,2023-08-16 01:10:00,Assault
Ameerpet,17.4370849340593,78.44551302576967,2023-07-26 00:43:00,Burglary
Miyapur,17.490202568307282,78.36559309797494,2023-05-13 12:26:00,Robbery
Chintal,17.477471367854417,78.4621099299286,2023-07-02 17:13:00,Auto Theft
Miyapur,17.487166389512623,78.36844510786126,2023-12-13 22:27:00,Ganja Smuggling
Miyapur,17.485478545276933,78.36832867114362,2023-04-26 08:10:00,Assault
Banjara Hills,17.417581997802742,78.44503043246276,2023-04-12 11:45:00,Ganja Smuggling
Ameerpet,17.45678633800894,78.45328192939172,2023-08-07 11:34:00,Ganja Smuggling
Chintal,17.487607338898805,78.4318014319105,2023-10-04 22:13:00,Theft
Banjara Hills,17.410776102355527,78.41739219204179,2023-11-07 21:19:00,Ganja Smuggling
Kukatpally,17.50670638904157,78.39907258902814,2023-12-12 16:13:00,Robbery
Banjara Hills,17.41197326237491,78.4230112801946,2023-12-30 01:43:00,Assault
Chintal,17.49978091360392,78.43788597324344,2023-06-02 21:55:00,Theft
Chintal,17.48814983910878,78.44795518303798,2023-07-31 13:18:00,Theft
Kukatpally,17.50971954941656,78.4177998486448,2023-05-18 14:40:00,Ganja Smuggling
Kukatpally,17.505806601340854,78.38756100937023,2023-08-08 21:14:00,Theft
Kukatpally,17.49153704335174,78.42123392236797,2023-02-14 14:02:00,Ganja Smuggling
Chintal,17.47837778165404,78.46770009409241,2023-12-21 05:30:00,Theft
Ameerpet,17.417117195949807,78.44757137837148,2023-09-21 01:20:00,Ganja Smuggling
Banjara Hills,17.41232756477673,78.44840619895783,2023-05-09 23:18:00,Auto Theft
Kukatpally,17.496788571457827,78.42505862373595,2023-08-18 17:10:00,Ganja Smuggling
Miyapur,17.49606847103903,78.35454888175292,2023-07-02 05:22:00,Auto Theft
Miyapur,17.504807571709016,78.36222291024187,2023-12-30 07:35:00,Auto Theft
Ameerpet,17.44275362107655,78.43029729145718,2023-11-21 01:36:00,Robbery
Kukatpally,17.480549332248557,78.38589862257241,2023-08-09 06:14:00,Ganja Smuggling
Kukatpally,17.495019632655502,78.40116760698436,2023-08-02 16:04:00,Burglary
Ameerpet,17.43852428664078,78.45347354746752,2023-10-17 11:18:00,Kidnapping
Banjara Hills,17.40011638537033,78.42049647714947,2023-05-20 09:21:00,Auto Theft
Banjara Hills,17.426130853006903,78.41971455946403,2023-05-12 06:16:00,Burglary
Ameerpet,17.451343517360414,78.46154327727328,2023-10-09 20:39:00,Theft
Ameerpet,17.42877040072499,78.44463573301772,2023-09-21 14:56:00,Auto Theft
Miyapur,17.486834902817577,78.39006780537645,2023-06-07 00:25:00,Assault
Kukatpally,17.492227163613265,78.41024233814385,2023-03-22 14:12:00,Kidnapping
Kukatpally,17.500259071283228,78.39746394509562,2023-05-22 03:33:00,Robbery
Chintal,17.50181453020788,78.45755666947908,2023-02-01 21:15:00,Theft
Ameerpet,17.45390020711951,78.43858150341384,2023-04-03 20:23:00,Auto Theft
Banjara Hills,17.42427931194444,78.43945695900753,2023-08-27 21:03:00,Kidnapping
Banjara Hills,17.410117439051746,78.44191056412242,2023-04-09 08:53:00,Assault
Miyapur,17.50195008352418,78.36157533079765,2023-06-06 05:58:00,Ganja Smuggling
Banjara Hills,17.407819558291163,78.42692024767763,2023-02-05 17:26:00,Robbery
Miyapur,17.50755807303413,78.35398856273986,2023-02-22 17:56:00,Auto Theft
Banjara Hills,17.43848329310333,78.42472665423759,2023-06-19 23:56:00,Ganja Smuggling
Ameerpet,17.4375488574093,78.44193197822428,2023-01-30 05:13:00,Assault
Kukatpally,17.488227459764435,78.41330511559285,2023-09-02 09:50:00,Auto Theft
Ameerpet,17.44187730174015,78.43988594069005,2023-02-13 08:57:00,Theft
Chintal,17.49270823185986,78.46052182116506,2023-05-29 21:15:00,Theft
Chintal,17.486076533223926,78.44183239298548,2023-04-05 13:24:00,Auto Theft
Banjara Hills,17.397511574089407,78.43724045931356,2023-04-26 03:03:00,Kidnapping
Kukatpally,17.503809505371784,78.38609521044215,2023-04-11 18:37:00,Assault
Banjara Hills,17.399592384712413,78.44286979918573,2023-05-14 02:55:00,Robbery
Chintal,17.492880847863116,78.43271300194607,2023-03-02 02:37:00,Theft
Ameerpet,17.42545579767474,78.46707278562205,2023-01-14 05:41:00,Kidnapping
Chintal,17.490299544984342,78.44808911226114,2023-12-19 16:26:00,Ganja Smuggling
Chintal,17.491988544539083,78.44160623391784,2023-09-22 23:47:00,Theft
Chintal,17.496372214094702,78.46086450904077,2023-04-02 16:04:00,Auto Theft
Chintal,17.48638595864598,78.4473038005022,2023-03-19 09:02:00,Ganja Smuggling
Chintal,17.48981059121083,78.45111210529956,2023-06-14 05:15:00,Auto Theft
Miyapur,17.498061335341937,78.35695738579733,2023-04-03 14:02:00,Assault
Chintal,17.491447089476033,78.44001978700194,2023-08-05 00:05:00,Auto Theft
Ameerpet,17.443824367896887,78.43726080207517,2023-05-21 16:32:00,Kidnapping
Ameerpet,17.43194100902006,78.44068706379312,2023-08-11 14:13:00,Theft
Kukatpally,17.488773067394686,78.39883047985289,2023-06-06 02:51:00,Assault
Banjara Hills,17.4266908783355,78.43927398637837,2023-06-14 07:07:00,Ganja Smuggling
Banjara Hills,17.40510810138561,78.42603841633475,2023-02-20 23:26:00,Robbery
Kukatpally,17.514389166240825,78.39467384966395,2023-03-09 13:44:00,Ganja Smuggling
